0.029982	0.00089973
0.0598561	0.00359568
0.0895148	0.00807815
0.118851	0.014331
0.14776	0.0223318
0.176137	0.0320516
0.20388	0.0434555
0.23089	0.0565025
0.257068	0.0711457
0.282321	0.0873322
0.306558	0.105004
0.329692	0.124097
0.35164	0.144543
0.372322	0.166269
0.391663	0.189195
0.409596	0.21324
0.426054	0.238317
0.440979	0.264336
0.454317	0.291203
0.46602	0.318821
0.476045	0.347092
0.484358	0.375912
0.490927	0.40518
0.495729	0.434788
0.498747	0.464631
0.499971	0.494602
0.499395	0.524592
0.497022	0.554493
0.49286	0.584199
0.486924	0.613601
0.479236	0.642595
0.469823	0.671075
0.458719	0.698939
0.445964	0.726088
0.431605	0.752423
0.415692	0.77785
0.398283	0.802276
0.37944	0.825615
0.359232	0.847782
0.337732	0.868697
0.315015	0.888285
0.291165	0.906476
0.266267	0.923204
0.240411	0.938409
0.21369	0.952036
0.1862	0.964036
0.158039	0.974367
0.12931	0.98299
0.100115	0.989874
0.07056	0.994996
0.0407511	0.998337
0.0107955	0.999883
-0.019199	0.999631
-0.0491243	0.997581
-0.0788728	0.99374
-0.108338	0.988122
-0.137412	0.980747
-0.165993	0.971642
-0.193975	0.96084
-0.22126	0.948379
-0.247749	0.934305
-0.273346	0.918667
-0.297959	0.901523
-0.321499	0.882934
-0.343883	0.862966
-0.365029	0.841692
-0.384862	0.819189
-0.403309	0.795537
-0.420305	0.770821
-0.435788	0.74513
-0.449703	0.718558
-0.461999	0.691198
-0.472633	0.663151
-0.481565	0.634517
-0.488765	0.605398
-0.494206	0.5759
-0.497868	0.546129
-0.499738	0.516192
-0.499809	0.486196
-0.498082	0.456251
-0.494563	0.426462
-0.489263	0.396939
-0.482203	0.367786
-0.473407	0.339109
-0.462907	0.311011
-0.450742	0.283593
-0.436954	0.256955
-0.421594	0.23119
-0.404716	0.206394
-0.386382	0.182654
-0.366658	0.160056
-0.345613	0.138681
-0.323325	0.118607
-0.299874	0.0999053
-0.275343	0.0826436
-0.249821	0.066884
-0.2234	0.0526831
-0.196175	0.040092
-0.168244	0.0291562
-0.139708	0.0199149
-0.110669	0.0124013
-0.081231	0.0066426
-0.0515011	0.00265944
0.029982	-0.00089973
0.0598561	-0.00359568
0.0895148	-0.00807815
0.118851	-0.014331
0.14776	-0.0223318
0.176137	-0.0320516
0.20388	-0.0434555
0.23089	-0.0565025
0.257068	-0.0711457
0.282321	-0.0873322
0.306558	-0.105004
0.329692	-0.124097
0.35164	-0.144543
0.372322	-0.166269
0.391663	-0.189195
0.409596	-0.21324
0.426054	-0.238317
0.440979	-0.264336
0.454317	-0.291203
0.46602	-0.318821
0.476045	-0.347092
0.484358	-0.375912
0.490927	-0.40518
0.495729	-0.434788
0.498747	-0.464631
0.499971	-0.494602
0.499395	-0.524592
0.497022	-0.554493
0.49286	-0.584199
0.486924	-0.613601
0.479236	-0.642595
0.469823	-0.671075
0.458719	-0.698939
0.445964	-0.726088
0.431605	-0.752423
0.415692	-0.77785
0.398283	-0.802276
0.37944	-0.825615
0.359232	-0.847782
0.337732	-0.868697
0.315015	-0.888285
0.291165	-0.906476
0.266267	-0.923204
0.240411	-0.938409
0.21369	-0.952036
0.1862	-0.964036
0.158039	-0.974367
0.12931	-0.98299
0.100115	-0.989874
0.07056	-0.994996
0.0407511	-0.998337
0.0107955	-0.999883
-0.019199	-0.999631
-0.0491243	-0.997581
-0.0788728	-0.99374
-0.108338	-0.988122
-0.137412	-0.980747
-0.165993	-0.971642
-0.193975	-0.96084
-0.22126	-0.948379
-0.247749	-0.934305
-0.273346	-0.918667
-0.297959	-0.901523
-0.321499	-0.882934
-0.343883	-0.862966
-0.365029	-0.841692
-0.384862	-0.819189
-0.403309	-0.795537
-0.420305	-0.770821
-0.435788	-0.74513
-0.449703	-0.718558
-0.461999	-0.691198
-0.472633	-0.663151
-0.481565	-0.634517
-0.488765	-0.605398
-0.494206	-0.5759
-0.497868	-0.546129
-0.499738	-0.516192
-0.499809	-0.486196
-0.498082	-0.456251
-0.494563	-0.426462
-0.489263	-0.396939
-0.482203	-0.367786
-0.473407	-0.339109
-0.462907	-0.311011
-0.450742	-0.283593
-0.436954	-0.256955
-0.421594	-0.23119
-0.404716	-0.206394
-0.386382	-0.182654
-0.366658	-0.160056
-0.345613	-0.138681
-0.323325	-0.118607
-0.299874	-0.0999053
-0.275343	-0.0826436
-0.249821	-0.066884
-0.2234	-0.0526831
-0.196175	-0.040092
-0.168244	-0.0291562
-0.139708	-0.0199149
-0.110669	-0.0124013
-0.081231	-0.0066426
-0.0515011	-0.00265944
