0.0299955	0.000449966
0.059964	0.00179946
0.0898785	0.00404727
0.119712	0.00719136
0.149438	0.0112289
0.17903	0.0161563
0.20846	0.0219691
0.237703	0.028662
0.266731	0.0362291
0.29552	0.0446635
0.324043	0.0539577
0.352274	0.0641032
0.380188	0.0750909
0.40776	0.0869111
0.434966	0.0995529
0.461779	0.113005
0.488177	0.127255
0.514136	0.142291
0.539632	0.158099
0.564642	0.174664
0.589145	0.191972
0.613117	0.210008
0.636537	0.228754
0.659385	0.248194
0.681639	0.268311
0.703279	0.289086
0.724287	0.310502
0.744643	0.332537
0.764329	0.355173
0.783327	0.37839
0.80162	0.402166
0.819192	0.42648
0.836026	0.45131
0.852108	0.476634
0.867423	0.502429
0.881958	0.528672
0.895699	0.555338
0.908633	0.582405
0.920751	0.609848
0.932039	0.637642
0.942489	0.665762
0.95209	0.694183
0.960835	0.722879
0.968715	0.751825
0.975723	0.780993
0.981854	0.810359
0.9871	0.839896
0.991458	0.869576
0.994924	0.899374
0.997495	0.929263
0.999168	0.959215
0.999942	0.989204
0.999816	1.0192
0.99879	1.04918
0.996865	1.07912
0.994043	1.10899
0.990327	1.13875
0.985719	1.1684
0.980224	1.19789
0.973848	1.2272
0.966594	1.25631
0.958471	1.28519
0.949486	1.31381
0.939645	1.34215
0.92896	1.37018
0.917438	1.39788
0.905091	1.42522
0.891929	1.45218
0.877964	1.47873
0.863209	1.50485
0.847678	1.53051
0.831383	1.5557
0.814341	1.58039
0.796565	1.60455
0.778073	1.62817
0.758881	1.65123
0.739005	1.6737
0.718465	1.69556
0.697278	1.7168
0.675463	1.73739
0.653041	1.75732
0.630031	1.77657
0.606454	1.79512
0.582331	1.81295
0.557684	1.83005
0.532535	1.84641
0.506907	1.862
0.480823	1.87682
0.454306	1.89085
0.42738	1.90407
0.400069	1.91648
0.372399	1.92807
0.344393	1.93883
0.316078	1.94873
0.287478	1.95779
0.258619	1.96598
0.229528	1.9733
0.20023	1.97975
0.170752	1.98531
0.14112	1.98999
0.111361	1.99378
0.0815022	1.99667
0.0515698	1.99867
0.021591	1.99977
-0.00840725	1.99996
-0.0383979	1.99926
-0.068354	1.99766
-0.0982486	1.99516
-0.128055	1.99177
-0.157746	1.98748
-0.187295	1.9823
-0.216675	1.97624
-0.245861	1.96931
-0.274825	1.96149
-0.303542	1.95282
-0.331985	1.94328
-0.36013	1.9329
-0.387951	1.92168
-0.415423	1.90963
-0.44252	1.89676
-0.46922	1.88308
-0.495497	1.86861
-0.521329	1.85336
-0.546691	1.83733
-0.571561	1.82056
-0.595917	1.80305
-0.619737	1.78481
-0.642999	1.76587
-0.665682	1.74624
-0.687766	1.72593
-0.709231	1.70498
-0.730058	1.68338
-0.750228	1.66118
-0.769723	1.63838
-0.788525	1.615
-0.806618	1.59107
-0.823984	1.56661
-0.840609	1.54164
-0.856478	1.51618
-0.871576	1.49026
-0.885889	1.4639
-0.899405	1.43712
-0.912112	1.40994
-0.923998	1.3824
-0.935053	1.35451
-0.945266	1.3263
-0.954628	1.2978
-0.963131	1.26903
-0.970767	1.24002
-0.97753	1.2108
-0.983413	1.18138
-0.988411	1.1518
-0.99252	1.12208
-0.995735	1.09226
-0.998054	1.06235
-0.999476	1.03238
-0.999997	1.00239
-0.999619	0.972392
-0.998341	0.942421
-0.996165	0.912501
-0.993092	0.88266
-0.989125	0.852924
-0.984269	0.823321
-0.978526	0.793877
-0.971903	0.764619
-0.964405	0.735572
-0.95604	0.706763
-0.946814	0.678218
-0.936736	0.649963
-0.925815	0.622022
-0.91406	0.594422
-0.901484	0.567187
-0.888096	0.540341
-0.873908	0.513909
-0.858934	0.487915
-0.843188	0.462381
-0.826682	0.437331
-0.809433	0.412787
-0.791455	0.388772
-0.772764	0.365307
-0.753379	0.342413
-0.733315	0.320111
-0.712592	0.298421
-0.691227	0.277362
-0.66924	0.256954
-0.646651	0.237214
-0.62348	0.21816
-0.599747	0.199811
-0.575475	0.182181
-0.550686	0.165287
-0.5254	0.149145
-0.499642	0.133768
-0.473434	0.119171
-0.4468	0.105366
-0.419764	0.0923667
-0.39235	0.0801841
-0.364583	0.0688292
-0.336488	0.0583124
-0.308091	0.048643
-0.279415	0.0398297
-0.250489	0.0318805
-0.221337	0.0248026
-0.191986	0.0186023
-0.162462	0.0132852
-0.132792	0.00885606
-0.103002	0.00531888
-0.07312	0.00267685
-0.0431719	0.00093234
